,Make,Model,Year,FuelType,EngineHP,EngineCylinders,Transmission,Drive,NumberOfDoors,MarketCategory,Size,Style,highwaympg,citympg,Popularity,MSRP
3197,Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,22,17,1385,31525
3198,Lexus,RX 350,2017,regular unleaded,295,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,26,19,454,50320
3199,Volvo,S60,2015,regular unleaded,240,4,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,37,25,870,33300
3200,Toyota,RAV4,2017,regular unleaded,176,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,22,2031,36150
3202,Mercedes-Benz,C-Class,2015,premium unleaded (required),503,8,AUTOMATIC,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,25,18,617,71900
3204,Infiniti,Q60 Convertible,2014,premium unleaded (recommended),325,6,MANUAL,rear wheel drive,2,"Luxury,Performance",Midsize,Convertible,24,16,190,53400
3205,Nissan,Pathfinder,2015,regular unleaded,260,6,AUTOMATIC,four wheel drive,4,Crossover,Large,4dr SUV,26,19,2009,34830
3207,Ford,Flex,2015,regular unleaded,287,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,25,18,5657,29100
3208,Audi,allroad,2016,premium unleaded (recommended),220,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Wagon,28,21,3105,44800
3210,Dodge,Stratus,2004,regular unleaded,200,6,MANUAL,front wheel drive,2,Performance,Midsize,Coupe,26,18,1851,22695
3211,Scion,tC,2015,regular unleaded,179,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,31,23,105,19210
3213,Saab,9-3 Griffin,2012,flex-fuel (premium unleaded recommended/E85),220,4,MANUAL,front wheel drive,4,"Flex Fuel,Luxury",Midsize,Sedan,33,20,376,34340
3214,Chevrolet,S-10,2003,flex-fuel (unleaded/E85),120,4,MANUAL,rear wheel drive,2,Flex Fuel,Compact,Regular Cab Pickup,25,19,1385,16905
3216,Chevrolet,Impala Limited,2016,flex-fuel (unleaded/E85),300,6,AUTOMATIC,front wheel drive,4,"Flex Fuel,Performance",Large,Sedan,30,18,1385,30535
3219,Chevrolet,Corvette,2017,premium unleaded (recommended),460,8,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,25,16,1385,73905
3220,Subaru,XV Crosstrek,2014,regular unleaded,160,4,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Compact,4dr SUV,33,29,640,25995
3221,GMC,Sierra 1500 Classic,2007,flex-fuel (unleaded/E85),295,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,19,14,549,29065
3222,Ford,Focus ST,2017,premium unleaded (recommended),252,4,MANUAL,front wheel drive,4,"Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,31,22,5657,24775
3223,McLaren,MP4-12C,2012,premium unleaded (required),592,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,22,15,416,229000
3224,Mazda,B-Series Pickup,1999,flex-fuel (unleaded/E85),150,6,MANUAL,rear wheel drive,2,Flex Fuel,Compact,Extended Cab Pickup,21,16,586,2853
3225,Lotus,Evora,2013,premium unleaded (required),345,6,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,26,17,613,77100
3226,Audi,200,1991,regular unleaded,217,5,MANUAL,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,22,16,3105,2000
3227,Toyota,Prius v,2015,regular unleaded,134,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Wagon,40,44,2031,29695
3229,Ford,F-150,2016,flex-fuel (unleaded/E85),385,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,50050
3230,Mercedes-Benz,C-Class,2017,premium unleaded (required),241,4,AUTOMATIC,rear wheel drive,2,Luxury,Midsize,Convertible,31,23,617,50900
3235,Pontiac,Vibe,2010,regular unleaded,158,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,28,21,210,17445
3236,Volvo,S60,2016,regular unleaded,302,4,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,31,22,870,47900
3237,Ford,Taurus,2017,flex-fuel (unleaded/E85),288,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Performance",Large,Sedan,24,17,5657,31625
3238,Infiniti,QX80,2016,premium unleaded (recommended),400,8,AUTOMATIC,four wheel drive,4,Luxury,Large,4dr SUV,19,13,190,88850
3241,Audi,S5,2016,premium unleaded (required),333,6,AUTOMATED_MANUAL,all wheel drive,2,"Factory Tuner,Luxury,Performance",Midsize,Coupe,28,18,3105,60350
3242,Mercedes-Benz,GL-Class,2015,diesel,240,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Diesel",Large,4dr SUV,26,19,617,63600
3243,Mitsubishi,Expo,1993,regular unleaded,136,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,26,19,436,2000
3246,BMW,6 Series,2017,premium unleaded (required),445,8,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Midsize,Coupe,24,17,3916,89000
3248,Audi,A3,2016,premium unleaded (recommended),170,4,AUTOMATED_MANUAL,front wheel drive,2,Luxury,Compact,Convertible,35,24,3105,40100
3249,Acura,Integra,1999,regular unleaded,170,4,MANUAL,front wheel drive,2,"Hatchback,Luxury,Performance",Compact,2dr Hatchback,28,22,204,3355
3250,Volkswagen,CC,2016,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,31,22,873,32670
3251,Chevrolet,Silverado 1500 Classic,2007,flex-fuel (unleaded/E85),295,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,19,14,1385,27135
3252,Lexus,RX 350,2016,regular unleaded,295,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,26,19,454,49125
3254,Ferrari,456M,2002,premium unleaded (required),442,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,14,9,2774,228625
3255,Volvo,740,1990,regular unleaded,153,4,MANUAL,rear wheel drive,4,Luxury,Midsize,Sedan,23,18,870,2000
3257,Acura,RDX,2016,premium unleaded (recommended),279,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,28,19,204,40570
3259,Volkswagen,Golf GTI,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,34,25,873,30045
3261,Hyundai,Veloster,2016,regular unleaded,201,4,MANUAL,front wheel drive,3,"Hatchback,Performance",Compact,2dr Hatchback,33,25,1439,21600
3262,Maserati,Levante,2017,premium unleaded (required),345,6,AUTOMATIC,all wheel drive,4,"Crossover,Exotic,Luxury,Performance",Large,4dr SUV,20,14,238,72000
3263,Chevrolet,Camaro,2016,premium unleaded (recommended),275,4,MANUAL,rear wheel drive,2,Performance,Midsize,Coupe,30,21,1385,29800
3264,Chevrolet,Camaro,2015,regular unleaded,323,6,MANUAL,rear wheel drive,2,Performance,Midsize,Coupe,28,17,1385,26005
3265,Chevrolet,Metro,1999,regular unleaded,55,3,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,42,34,1385,2000
3269,BMW,4 Series,2016,premium unleaded (required),240,4,AUTOMATIC,rear wheel drive,2,Luxury,Midsize,Convertible,34,23,3916,50000
3272,Nissan,370Z,2017,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18,2009,37070
3273,Chevrolet,Equinox,2017,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,28,20,1385,31790
3274,Mercedes-Benz,400-Class,1993,regular unleaded,275,8,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,22,16,617,2278
3275,Mercedes-Benz,E-Class,2016,diesel,195,4,AUTOMATIC,rear wheel drive,4,"Diesel,Luxury",Midsize,Sedan,42,28,617,52650
3276,Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,24,18,1385,33985
3277,Nissan,300ZX,1994,regular unleaded,222,6,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,22,16,2009,2847
3278,Ford,Probe,1996,regular unleaded,118,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,30,23,5657,2000
3279,Ford,Fusion Hybrid,2017,regular unleaded,188,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,41,43,5657,37020
3282,Cadillac,Escalade ESV,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Luxury,Performance",Large,4dr SUV,21,15,1624,83195
3283,Audi,Q5,2017,premium unleaded (required),272,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,26,18,3105,53200
3284,Volkswagen,GTI,2013,premium unleaded (recommended),200,4,MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,31,21,873,25095
3285,Suzuki,XL7,2008,regular unleaded,252,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,15,481,29149
3286,Lotus,Exige,2009,premium unleaded (recommended),257,4,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,26,20,613,74995
3287,Audi,A3,2015,premium unleaded (recommended),170,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Compact,Sedan,33,23,3105,29900
3288,Lincoln,MKX,2015,regular unleaded,305,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,23,17,61,40850
3289,Suzuki,Reno,2008,regular unleaded,127,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,28,20,481,13839
3290,Subaru,B9 Tribeca,2006,premium unleaded (required),250,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,21,16,640,35695
3291,Maserati,Ghibli,2015,premium unleaded (required),345,6,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,High-Performance",Midsize,Sedan,25,15,238,69800
3292,Nissan,Titan,2015,regular unleaded,317,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,17,12,2009,36990
3293,Subaru,SVX,1995,regular unleaded,230,6,AUTOMATIC,all wheel drive,2,Performance,Compact,Coupe,23,15,640,2000
3294,Audi,A6,2015,premium unleaded (required),310,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,27,18,3105,56300
3296,Dodge,Ram Pickup 1500,2009,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,20,14,1851,25575
3298,Chevrolet,Tahoe,2015,flex-fuel (unleaded/E85),355,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Performance",Large,4dr SUV,22,16,1385,64085
3299,Cadillac,CTS,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,all wheel drive,4,"Flex Fuel,Luxury,Performance",Large,Sedan,26,18,1624,59370
3302,Honda,CR-V,2016,regular unleaded,185,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,31,25,2202,25045
3303,Ferrari,FF,2014,premium unleaded (required),651,12,AUTOMATED_MANUAL,all wheel drive,2,"Exotic,High-Performance",Large,Coupe,16,11,2774,295000
3304,Cadillac,Escalade ESV,2016,premium unleaded (recommended),420,8,AUTOMATIC,four wheel drive,4,"Luxury,Performance",Large,4dr SUV,21,15,1624,87145
3306,Hyundai,Tucson,2015,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,25,20,1439,25200
3309,Hyundai,Veloster,2014,regular unleaded,132,4,AUTOMATED_MANUAL,front wheel drive,3,Hatchback,Compact,2dr Hatchback,36,28,1439,21650
3310,Cadillac,XTS,2015,premium unleaded (required),410,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,24,16,1624,69785
3313,Chevrolet,Silverado 1500,2016,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,23,16,1385,36940
3314,Dodge,Stratus,2005,regular unleaded,150,4,AUTOMATIC,front wheel drive,4,Flex Fuel,Midsize,Sedan,26,19,1851,20255
3315,GMC,Sonoma,2003,flex-fuel (unleaded/E85),120,4,AUTOMATIC,rear wheel drive,2,Flex Fuel,Compact,Regular Cab Pickup,23,17,549,16220
3316,Audi,A3,2016,premium unleaded (recommended),170,4,AUTOMATED_MANUAL,front wheel drive,2,Luxury,Compact,Convertible,35,24,3105,39300
3319,Ford,Explorer,2017,flex-fuel (unleaded/E85),290,6,AUTOMATIC,front wheel drive,4,"Crossover,Flex Fuel",Midsize,4dr SUV,24,17,5657,31160
3321,Toyota,Tundra,2017,flex-fuel (unleaded/E85),381,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,18,13,2031,33100
3322,Saab,900,1997,regular unleaded,185,4,MANUAL,front wheel drive,2,"Luxury,Performance",Compact,Convertible,25,18,376,2115
3323,Infiniti,Q60 Coupe,2017,premium unleaded (recommended),208,4,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Coupe,28,21,190,40950
3325,GMC,Sierra 1500 Classic,2007,regular unleaded,285,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,18,14,549,25845
3328,Hyundai,Tucson,2017,regular unleaded,175,4,AUTOMATED_MANUAL,front wheel drive,4,Crossover,Compact,4dr SUV,30,25,1439,25900
3330,Cadillac,Eldorado,2002,regular unleaded,275,8,AUTOMATIC,front wheel drive,2,Luxury,Large,Coupe,25,16,1624,42130
3332,Subaru,XV Crosstrek,2015,regular unleaded,148,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,4dr SUV,34,26,640,23295
3333,Chevrolet,Silverado 1500,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,22,17,1385,33060
3334,Infiniti,G35,2008,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,24,17,190,32700
3336,Buick,LaCrosse,2017,regular unleaded,310,6,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,31,21,155,38665
3337,Volkswagen,Golf Alltrack,2017,regular unleaded,170,4,MANUAL,all wheel drive,4,Crossover,Compact,Wagon,30,22,873,25850
3338,Lincoln,Continental,2002,premium unleaded (required),275,8,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,23,15,61,38790
3339,Mazda,B-Series Pickup,2000,flex-fuel (unleaded/E85),143,6,MANUAL,rear wheel drive,2,Flex Fuel,Compact,Extended Cab Pickup,21,16,586,3032
3342,Cadillac,CT6,2016,premium unleaded (required),404,6,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,26,18,1624,64395
3344,Volkswagen,Beetle Convertible,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,Performance,Compact,Convertible,31,23,873,33995
3345,Honda,CR-Z,2015,regular unleaded,130,4,AUTOMATIC,front wheel drive,2,"Hatchback,Hybrid",Compact,2dr Hatchback,39,36,2202,22640
3347,Chevrolet,Corvette,2017,premium unleaded (required),650,8,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,22,15,1385,83015
3348,Mercedes-Benz,GLA-Class,2015,premium unleaded (required),208,4,AUTOMATED_MANUAL,front wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,35,25,617,31300
3350,Volkswagen,Beetle,2015,regular unleaded,170,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,24,873,25885
3352,Mercedes-Benz,E-Class,2016,premium unleaded (required),329,6,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Midsize,Coupe,28,20,617,56700
3353,Volkswagen,Beetle,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,31,23,873,28675
3354,Infiniti,G20,2001,regular unleaded,145,4,MANUAL,front wheel drive,4,Luxury,Compact,Sedan,29,21,190,21395
3355,Nissan,Pathfinder,2015,regular unleaded,260,6,AUTOMATIC,front wheel drive,4,Crossover,Large,4dr SUV,27,20,2009,41560
3356,Oldsmobile,Aurora,2002,premium unleaded (required),250,8,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,24,16,26,35085
3357,Suzuki,Reno,2008,regular unleaded,127,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,28,20,481,14339
3358,Nissan,370Z,2017,premium unleaded (required),332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17,2009,45270
3360,BMW,4 Series Gran Coupe,2016,premium unleaded (required),240,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,34,23,3916,41650
3361,Audi,R8,2014,premium unleaded (required),525,10,AUTOMATED_MANUAL,all wheel drive,2,"Luxury,High-Performance",Compact,Convertible,22,13,3105,173800
3362,Volvo,XC60,2015,regular unleaded,325,6,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,4dr SUV,24,17,870,45800
3363,Infiniti,G37 Sedan,2010,premium unleaded (recommended),328,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,25,18,190,36050
3364,Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,30,24,586,29870
3365,Acura,SLX,1998,regular unleaded,215,6,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,18,13,204,2816
3366,Ford,Escape Hybrid,2010,regular unleaded,177,4,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Compact,4dr SUV,27,30,5657,34120
3367,Nissan,Rogue,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,33,26,2009,23330
3368,Ford,Thunderbird,2005,premium unleaded (required),280,8,AUTOMATIC,rear wheel drive,2,Performance,Midsize,Convertible,22,16,5657,38355
3369,Audi,A3,2016,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,4,Luxury,Compact,Sedan,33,24,3105,37700
3370,Mazda,MX-5 Miata,2014,premium unleaded (recommended),158,4,AUTOMATIC,rear wheel drive,2,Performance,Compact,Convertible,28,21,586,27505
3371,Dodge,Journey,2017,regular unleaded,283,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,16,1851,33695
3372,Chevrolet,Suburban,2016,flex-fuel (unleaded/E85),355,8,AUTOMATIC,four wheel drive,4,"Flex Fuel,Performance",Large,4dr SUV,22,15,1385,67440
3373,Mercedes-Benz,Maybach,2017,premium unleaded (required),523,12,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,High-Performance",Large,Sedan,21,13,617,191300
3375,Toyota,Matrix,2011,regular unleaded,158,4,AUTOMATIC,all wheel drive,4,Hatchback,Compact,4dr Hatchback,26,20,2031,21715
3376,BMW,8 Series,1996,regular unleaded,282,8,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,19,14,3916,5680
3379,Volkswagen,Touareg,2015,premium unleaded (recommended),280,6,AUTOMATIC,all wheel drive,4,"Crossover,Performance",Midsize,4dr SUV,23,17,873,53170
3380,Dodge,Charger,2015,regular unleaded,370,8,AUTOMATIC,rear wheel drive,4,High-Performance,Large,Sedan,25,16,1851,36595
3382,Honda,Fit,2016,regular unleaded,130,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,29,2202,15890
3384,Volkswagen,CC,2017,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,31,22,873,37820
3385,Mercedes-Benz,E-Class,2016,premium unleaded (required),302,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Wagon,27,20,617,59900
3388,Dodge,Ram Pickup 1500,2010,flex-fuel (unleaded/E85),310,8,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,18,13,1851,28725
3390,Dodge,Journey,2017,regular unleaded,173,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,19,1851,24895
3391,Nissan,Titan,2014,regular unleaded,317,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,18,13,2009,29360
3392,Chevrolet,Avalanche,2011,flex-fuel (unleaded/E85),320,8,AUTOMATIC,rear wheel drive,4,"Crossover,Flex Fuel",Large,Crew Cab Pickup,21,15,1385,46195
3393,BMW,5 Series Gran Turismo,2016,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,"Hatchback,Luxury",Large,4dr Hatchback,26,18,3916,63200
3394,GMC,Sierra 1500 Classic,2007,regular unleaded,195,6,MANUAL,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,21,15,549,16115
3395,Volkswagen,Jetta,2015,diesel,150,4,MANUAL,front wheel drive,4,Diesel,Midsize,Sedan,46,31,873,24075
3396,Rolls-Royce,Wraith,2014,premium unleaded (required),624,12,AUTOMATIC,rear wheel drive,2,"Exotic,Luxury,High-Performance",Large,Coupe,21,13,86,284900
3399,Volvo,740,1991,regular unleaded,162,4,MANUAL,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,24,18,870,2000
3400,Volvo,S90,2017,premium unleaded (recommended),250,4,AUTOMATIC,front wheel drive,4,Luxury,Large,Sedan,34,23,870,46950
3403,Honda,CR-Z,2015,regular unleaded,130,4,MANUAL,front wheel drive,2,"Hatchback,Hybrid",Compact,2dr Hatchback,38,31,2202,23490
3404,Nissan,Rogue,2015,regular unleaded,170,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,32,25,2009,29630
3405,Volkswagen,Beetle,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,2,"Hatchback,Performance",Compact,2dr Hatchback,31,23,873,30525
3406,Subaru,WRX,2017,premium unleaded (recommended),268,4,MANUAL,all wheel drive,4,Performance,Compact,Sedan,27,20,640,28995
3409,Acura,TL,2013,premium unleaded (recommended),280,6,AUTOMATIC,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,29,20,204,39635
3411,Porsche,Panamera,2015,premium unleaded (required),570,8,AUTOMATED_MANUAL,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,24,15,1715,180300
3413,BMW,M6,2015,premium unleaded (required),560,8,AUTOMATED_MANUAL,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,20,14,3916,111900
3414,Audi,allroad quattro,2004,regular unleaded,300,8,AUTOMATIC,all wheel drive,4,"Crossover,Luxury,Performance",Midsize,Wagon,19,14,3105,46950
3417,Honda,Pilot,2016,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,26,18,2202,37855
3418,Lexus,IS 200t,2017,premium unleaded (required),241,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,32,22,454,37825
3421,Scion,FR-S,2015,premium unleaded (required),200,4,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,30,22,105,29990
3422,Subaru,Impreza WRX,2013,premium unleaded (required),305,4,MANUAL,all wheel drive,4,"Factory Tuner,High-Performance",Compact,Sedan,23,17,640,37645
3423,Honda,S2000,2009,premium unleaded (required),237,4,MANUAL,rear wheel drive,2,"Factory Tuner,Performance",Compact,Convertible,25,18,2202,37995
3424,Land Rover,Discovery Series II,2001,premium unleaded (required),188,8,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,16,12,258,36350
3425,GMC,Savana Cargo,2016,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Flex Fuel,Large,Cargo Van,16,11,549,34800
3427,Cadillac,ATS Coupe,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,all wheel drive,2,"Flex Fuel,Luxury,High-Performance",Compact,Coupe,26,18,1624,50165
3428,Volvo,240,1991,regular unleaded,114,4,MANUAL,rear wheel drive,4,Luxury,Midsize,Wagon,26,19,870,2000
